id,pharmacy_id,drug_code,batch_number,expiry_date,quantity_on_hand,minimum_stock,unit_cost,days_to_expiry,value_at_risk_aed,tier
39e1c279-b685-4c49-ac81-fdd658799da4,3ac8d640-6143-48b1-847a-ec720633e254,F98-D203-17147-01,SIM-B-FSCCAR-F98D20317147-HEALTHY-003,2026-09-27,153,21,2.23,99,341.19,WARNING
882c0318-5a61-4950-b4f1-aad864ce6647,64b87f0b-d7de-46cc-9900-026be05d37d0,J39-3402-04579-01,SIM-B-FSCDAY-J39340204579-HEALTHY-014,2026-09-27,347,46,3,99,1041,WARNING
44a9fe56-0fc2-476d-b215-23518827ec02,3b42936b-7b0f-4d51-806d-8ac6eab5009c,EC5-A594-05780-01,SIM-B-FSCAMB-EC5A59405780-HEALTHY-349,2026-09-27,251,74,1.58,99,396.58,WARNING
fb1f3ef9-a354-49fc-8515-6c1d2a2d6908,b477cd79-c0e5-4dcf-9804-2be2ef47a936,EV7-B667-13525-01,SIM-B-FRNRET-EV7B66713525-HEALTHY-297,2026-09-27,129,59,47.32,99,6104.28,WARNING
9b2e6865-5a11-4327-888e-206fd66a9854,0084942a-7f9c-4342-a2ef-afdd30ce7796,EY2-D790-05783-01,SIM-B-FALCON-EY2D79005783-HEALTHY-177,2026-09-27,227,41,2.52,99,572.04,WARNING
f7e8953f-5976-40f1-bb1c-d94ac23ff6ac,3ac8d640-6143-48b1-847a-ec720633e254,J58-2556-02993-02,BASE-GENE-04288,2026-09-28,49,17,49.36,100,2418.64,WARNING
3d5d16fd-f70d-4cae-b47c-6c706f0da112,ab160e78-8e1a-4ee1-8a0a-3ab4adba302b,J82-9293-02568-02,SIM-B-FGHORP-J82929302568-HEALTHY-011,2026-09-28,326,48,0.71,100,231.46,WARNING
d0a59be6-e8dd-4683-81f3-971424fece9f,ab160e78-8e1a-4ee1-8a0a-3ab4adba302b,E55-3093-03603-01,SIM-B-FGHORP-E55309303603-HEALTHY-379,2026-09-28,55,30,56.25,100,3093.75,WARNING
b3e6eee0-7ea0-480c-bec4-55f1975e3073,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,EA1-E285-20068-01,SIM-B-FSCONC-EA1E28520068-HEALTHY-032,2026-09-28,185,43,39.1,100,7233.5,WARNING
4263922a-d74f-44e6-afe6-91acbf3c66ee,8e5d3a05-f0d7-4a5a-9272-3b9b73802c23,FT0-E066-00176-01,SIM-B-FSCDIA-FT0E06600176-PRE_OOS-011,2026-09-28,77,76,83.35,100,6417.95,WARNING
389eeb5b-cdac-4a8e-a747-f45437d86fc7,496cd94e-4f16-4a63-a599-7da8e75020a4,EV7-D250-18170-01,SIM-B-FRNRET-EV7D25018170-HEALTHY-325,2026-09-28,463,16,2.5,100,1157.5,WARNING
20ba4bdb-cf9b-4723-add9-399ac8702df5,b477cd79-c0e5-4dcf-9804-2be2ef47a936,E50-2610-02929-01,SIM-B-FRNRET-E50261002929-HEALTHY-210,2026-09-28,438,54,0.59,100,258.42,WARNING
ca3b34af-a598-4a5a-ab5f-13ff11418722,c8deb8a8-4c5d-44b5-86c8-95a61cd4731e,J23-3573-03687-01,SIM-B-FRNRET-J23357303687-HEALTHY-258,2026-09-28,270,42,0.16,100,43.2,WARNING
7f949b6a-c484-4d25-9844-81ab9883578b,63078148-c8f6-4537-b3f2-edcec7fd1bd4,J81-5393-03528-01,SIM-B-FRNRET-J81539303528-PRE_OOS-011,2026-09-28,55,47,2.82,100,155.1,WARNING
c045b85d-8d2c-4540-aa29-1ac830f4563d,0084942a-7f9c-4342-a2ef-afdd30ce7796,O27-6610-06724-01,BASE-GENE-04340,2026-09-29,8,4,273.02,101,2184.16,WARNING
fced6df2-ca34-4bad-9329-03236fd07cc8,ab160e78-8e1a-4ee1-8a0a-3ab4adba302b,EC5-E485-19222-01,SIM-B-FGHORP-EC5E48519222-HEALTHY-183,2026-09-29,305,64,1.48,101,451.4,WARNING
86e199a9-f623-459d-852e-92482fd711e8,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,EV7-D988-19274-01,SIM-B-FSCONC-EV7D98819274-HEALTHY-095,2026-09-29,197,35,41.27,101,8130.19,WARNING
8c7c048a-b9a7-4704-af07-21ff51145353,8e5d3a05-f0d7-4a5a-9272-3b9b73802c23,J23-3588-00772-02,SIM-B-FSCDIA-J23358800772-HEALTHY-253,2026-09-29,80,61,0.3,101,24,WARNING
546bf68e-1e37-4f2b-98fa-b24a0d8ef5d6,8e5d3a05-f0d7-4a5a-9272-3b9b73802c23,F93-2955-00523-01,SIM-B-FSCDIA-F93295500523-HEALTHY-028,2026-09-29,195,28,7.52,101,1466.4,WARNING
42406454-b84a-43a1-a677-89c542dbdb82,3ac8d640-6143-48b1-847a-ec720633e254,J23-3562-01773-01,SIM-B-FSCCAR-J23356201773-HEALTHY-379,2026-09-29,276,37,2.33,101,643.08,WARNING
70b8dfd0-d739-4834-adb5-406ce53476ed,3b42936b-7b0f-4d51-806d-8ac6eab5009c,F91-D940-19106-01,SIM-B-FSCAMB-F91D94019106-HEALTHY-062,2026-09-29,387,58,2.89,101,1118.43,WARNING
fbafd0d5-025c-4156-83ae-0b58a6d0664c,b477cd79-c0e5-4dcf-9804-2be2ef47a936,DQ6-7747-00083-02,SIM-B-FRNRET-DQ6774700083-HEALTHY-018,2026-09-29,399,51,0.58,101,231.42,WARNING
0c435ce0-22d0-4df4-956b-d261f21f4afd,b477cd79-c0e5-4dcf-9804-2be2ef47a936,J30-7276-01768-02,SIM-B-FRNRET-J30727601768-HEALTHY-310,2026-09-29,361,21,1.1,101,397.1,WARNING
70098aac-d24d-4db7-ad7d-c5b2d3d8801b,b477cd79-c0e5-4dcf-9804-2be2ef47a936,F38-4472-00195-01,SIM-B-FRNRET-F38447200195-LOW_STOCK-020,2026-09-29,43,51,0.24,101,10.32,WARNING
4bc851c6-d737-4687-a6b3-a883ed968407,0084942a-7f9c-4342-a2ef-afdd30ce7796,F31-1744-02222-01,SIM-B-FALCON-F31174402222-HEALTHY-271,2026-09-29,88,79,76.26,101,6710.88,WARNING
6c2d5c6e-c6d2-4a9d-95ba-eeadb6c2ccd4,64ff710c-c989-40e3-85a9-f7dbf941e486,J23-4111-01219-01,SIM-B-EMERGE-J23411101219-HEALTHY-359,2026-09-29,244,55,2.08,101,507.52,WARNING
777a38ef-40cd-4f4a-850c-fdc74e4722f4,64ff710c-c989-40e3-85a9-f7dbf941e486,F91-E115-19590-01,SIM-B-EMERGE-F91E11519590-HEALTHY-269,2026-09-29,102,44,11.5,101,1173,WARNING
23e1865a-5f72-4eba-960f-5809ea631a99,8e5d3a05-f0d7-4a5a-9272-3b9b73802c23,E41-5826-04134-01,SIM-B-FSCDIA-E41582604134-HEALTHY-101,2026-09-30,64,49,19.07,102,1220.48,WARNING
639fa235-9057-4734-a36c-7e41dbba6f3e,3b42936b-7b0f-4d51-806d-8ac6eab5009c,F71-8623-08531-01,SIM-B-FSCAMB-F71862308531-HEALTHY-052,2026-09-30,208,71,0.38,102,79.04,WARNING
e36b17ff-b896-406c-8ff4-7918607483b5,3b42936b-7b0f-4d51-806d-8ac6eab5009c,J90-5044-00483-01,SIM-B-FSCAMB-J90504400483-HEALTHY-303,2026-09-30,200,55,11.18,102,2236,WARNING
50dc5c73-c279-4ed8-9350-8115426e9629,496cd94e-4f16-4a63-a599-7da8e75020a4,E04-2481-02913-01,SIM-B-FRNRET-E04248102913-PRE_OOS-000,2026-09-30,28,27,5.78,102,161.84,WARNING
d9d2bfac-950e-484f-ba2f-c17be76f5a1e,63078148-c8f6-4537-b3f2-edcec7fd1bd4,J82-5866-01049-01,SIM-B-FRNRET-J82586601049-HEALTHY-160,2026-09-30,90,18,1.77,102,159.3,WARNING
29d65920-9161-4fdc-b545-68a4b09b55f5,63078148-c8f6-4537-b3f2-edcec7fd1bd4,F91-E115-19589-01,SIM-B-FRNRET-F91E11519589-HEALTHY-272,2026-09-30,190,55,11.5,102,2185,WARNING
53ee8b7d-64c7-4efb-ab22-8243e29cfc24,64ff710c-c989-40e3-85a9-f7dbf941e486,E15-4962-00315-01,SIM-B-EMERGE-E15496200315-HEALTHY-001,2026-09-30,332,78,1.57,102,521.24,WARNING
b9f48a2f-7373-48ec-9c7d-fe10e88290b6,f1c21a7b-b096-4416-ae32-343bb5fac048,FT0-5675-04185-01,SIM-B-FGHMAI-FT0567504185-HEALTHY-285,2026-09-30,229,25,2.78,102,636.62,WARNING
8e45e87c-3ae4-4778-89ca-b5aaa493434d,f1c21a7b-b096-4416-ae32-343bb5fac048,J82-0450-00511-01,SIM-B-FGHMAI-J82045000511-HEALTHY-381,2026-10-01,176,32,0.54,103,95.04,WARNING
e5fd587a-108e-450d-96d5-15790511a62b,e8b717ca-3dbe-481d-a83a-1ac5aeb522fe,J30-6918-00303-01,SIM-B-FGHEME-J30691800303-HEALTHY-254,2026-10-01,466,50,1.94,103,904.04,WARNING
2b5bb3ea-27f3-46fa-aea4-00b264a1ca6a,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,FS9-7759-07624-02,SIM-B-FSCONC-FS9775907624-HEALTHY-130,2026-10-01,179,66,1.73,103,309.67,WARNING
89931308-8f8e-4846-a265-4f35d799de08,bf2f1d66-b217-4b41-acb7-3605bd2ce28a,F38-2125-01455-01,SIM-B-FSCONC-F38212501455-HEALTHY-326,2026-10-01,299,60,0.5,103,149.5,WARNING
