id,pharmacy_id,drug_code,batch_number,expiry_date,quantity_on_hand,minimum_stock,maximum_stock,unit_cost,inventory_status,received_date,stock_status,inventory_value_aed
3a779ac9-9d93-4120-83a6-314040af0550,0084942a-7f9c-4342-a2ef-afdd30ce7796,H04-5829-00078-01,BASE-GENE-00014,2026-08-26,0,3,21,252.17,ACTIVE,2026-06-09,OUT_OF_STOCK,0
eeaa5bdc-2a9a-43e0-bd84-16cfd27635b0,0084942a-7f9c-4342-a2ef-afdd30ce7796,G17-2987-01799-01,BASE-GENE-00016,2027-11-22,0,1,10,867.43,ACTIVE,2025-12-02,OUT_OF_STOCK,0
e64119b3-be2a-4eaf-9e88-9d955b09a43e,0084942a-7f9c-4342-a2ef-afdd30ce7796,S67-7612-03961-01,BASE-GENE-00018,2027-04-14,0,1,9,226.02,ACTIVE,2025-07-13,OUT_OF_STOCK,0
fe856509-ad30-4ed7-8e39-e350f2d90a8b,0084942a-7f9c-4342-a2ef-afdd30ce7796,N71-E267-04955-01,BASE-GENE-00027,2027-06-27,0,1,4,888.14,ACTIVE,2025-08-11,OUT_OF_STOCK,0
49fd09f3-43b1-4dcc-86d0-e5daa238be23,0084942a-7f9c-4342-a2ef-afdd30ce7796,F76-5771-01100-01,BASE-GENE-00036,2028-02-16,0,1,12,328.36,ACTIVE,2026-02-21,OUT_OF_STOCK,0
49cb9333-9eb9-4acf-8f22-cefa83817402,0084942a-7f9c-4342-a2ef-afdd30ce7796,J10-A661-11403-01,BASE-GENE-00057,2028-01-22,0,1,4,838.11,ACTIVE,2026-02-05,OUT_OF_STOCK,0
9faff1fe-8d21-4e7b-b944-7b7dc7c22b15,0084942a-7f9c-4342-a2ef-afdd30ce7796,A80-5066-02104-03,ENH-MAIN-00034,2027-12-22,0,1,4,1500.53,ACTIVE,2026-02-12,OUT_OF_STOCK,0
716d7bbe-ee16-44f1-9167-868ca121d962,0084942a-7f9c-4342-a2ef-afdd30ce7796,B30-0846-01011-01,ENH-MAIN-00035,2027-10-16,0,1,7,269.53,ACTIVE,2025-10-14,OUT_OF_STOCK,0
d7926909-38cf-476c-951c-6b897aebc39b,0084942a-7f9c-4342-a2ef-afdd30ce7796,F67-2496-05351-01,BASE-GENE-00151,2027-09-21,0,3,25,229.77,ACTIVE,2025-10-30,OUT_OF_STOCK,0
9b35139e-7e36-4ddb-aa15-2e49cba86a62,0084942a-7f9c-4342-a2ef-afdd30ce7796,F53-2150-01411-01,BASE-GENE-00210,2027-03-03,0,4,32,298.4,ACTIVE,2025-11-21,OUT_OF_STOCK,0
3280358c-7ffc-4b35-974e-22e92c1a8e70,0084942a-7f9c-4342-a2ef-afdd30ce7796,Y26-6325-04971-02,ENH-MAIN-00038,2028-01-13,0,3,25,212.09,ACTIVE,2025-12-07,OUT_OF_STOCK,0
55ac3d30-21c3-4ea8-a6b8-c1c080bf2c68,0084942a-7f9c-4342-a2ef-afdd30ce7796,O97-2013-07188-01,BASE-GENE-00242,2026-12-13,0,2,19,221.04,ACTIVE,2025-09-03,OUT_OF_STOCK,0
83b32801-48bf-408e-bd24-3857de13d674,0084942a-7f9c-4342-a2ef-afdd30ce7796,AG0-0409-08800-02,BASE-GENE-00298,2027-02-24,0,4,32,296.05,ACTIVE,2025-09-13,OUT_OF_STOCK,0
0fd1a324-34b0-4050-a15d-a3f38aa0cd53,0084942a-7f9c-4342-a2ef-afdd30ce7796,FT0-E036-19391-01,ENH-MAIN-00040,2027-09-15,0,1,9,843.06,ACTIVE,2025-07-23,OUT_OF_STOCK,0
f4868e7f-1ed6-448b-99c1-4b4a92fab5c9,0084942a-7f9c-4342-a2ef-afdd30ce7796,KV8-A798-11634-01,ENH-MAIN-00042,2026-10-23,0,2,16,141.56,ACTIVE,2026-02-21,OUT_OF_STOCK,0
21ece1ed-ed56-4f0f-bc31-7926581d580c,0084942a-7f9c-4342-a2ef-afdd30ce7796,AD2-A378-10949-01,ENH-MAIN-00046,2027-01-29,0,2,18,185.27,ACTIVE,2025-11-18,OUT_OF_STOCK,0
752105b9-ab8d-4c24-9b03-0295bfad62a2,0084942a-7f9c-4342-a2ef-afdd30ce7796,L13-1332-01719-02,BASE-GENE-00410,2027-01-11,0,5,39,58.71,ACTIVE,2025-12-18,OUT_OF_STOCK,0
40efb316-3194-4b28-a3fd-a20beb08e4df,0084942a-7f9c-4342-a2ef-afdd30ce7796,H90-6878-06968-01,ENH-MAIN-00049,2027-09-29,0,4,28,341.2,ACTIVE,2025-08-16,OUT_OF_STOCK,0
84d349c2-47c4-4aa0-8122-fea2f81f1d43,0084942a-7f9c-4342-a2ef-afdd30ce7796,A54-0246-01409-01,BASE-GENE-00460,2028-02-10,0,2,18,341.78,ACTIVE,2026-05-04,OUT_OF_STOCK,0
7a378c1f-87f9-42bc-8464-b39985bd31e9,0084942a-7f9c-4342-a2ef-afdd30ce7796,I54-2441-02873-01,BASE-GENE-00477,2027-08-06,0,4,32,102.89,ACTIVE,2025-10-03,OUT_OF_STOCK,0
b4b6fdbb-a9ad-45fd-affd-19aaef1e7031,0084942a-7f9c-4342-a2ef-afdd30ce7796,D86-0882-01018-01,ENH-MAIN-00051,2027-04-25,0,1,9,260.21,ACTIVE,2025-11-13,OUT_OF_STOCK,0
7473c650-927a-4201-9a3b-98d34dc94975,0084942a-7f9c-4342-a2ef-afdd30ce7796,N01-6947-01260-01,ENH-MAIN-00052,2027-03-29,0,3,23,336.19,ACTIVE,2026-05-22,OUT_OF_STOCK,0
6bd2e1c6-0266-4e6d-8593-6f11bd8b33bf,0084942a-7f9c-4342-a2ef-afdd30ce7796,D75-0574-00827-01,ENH-MAIN-00053,2028-12-14,0,3,23,125.3,ACTIVE,2026-04-25,OUT_OF_STOCK,0
557e1b22-275d-49b7-a62f-b83ce07b6901,0084942a-7f9c-4342-a2ef-afdd30ce7796,QR6-C261-17221-01,BASE-GENE-00667,2027-02-13,0,5,36,284.82,ACTIVE,2025-10-25,OUT_OF_STOCK,0
66b9a9a2-27c5-4857-ac41-f86d5629c239,0084942a-7f9c-4342-a2ef-afdd30ce7796,H46-A563-11165-01,BASE-GENE-00683,2028-06-02,0,2,18,347.88,ACTIVE,2026-02-13,OUT_OF_STOCK,0
d89045b3-3561-4f74-98f3-1938b65ec5da,0084942a-7f9c-4342-a2ef-afdd30ce7796,M08-7967-07828-01,BASE-GENE-00731,2029-12-17,0,1,10,168.71,ACTIVE,2026-05-04,OUT_OF_STOCK,0
52e47631-fc64-440f-9d3e-af609fefbf1c,0084942a-7f9c-4342-a2ef-afdd30ce7796,E15-0441-02874-02,ENH-MAIN-00060,2027-05-20,0,3,25,101.91,ACTIVE,2025-08-09,OUT_OF_STOCK,0
9468fa6b-8f5f-4175-b68b-4292d163f7ec,0084942a-7f9c-4342-a2ef-afdd30ce7796,A54-4064-00330-01,ENH-MAIN-00061,2027-01-25,0,1,5,324.76,ACTIVE,2025-08-12,OUT_OF_STOCK,0
cb929874-f54c-44a4-838b-27b9303bc7e4,0084942a-7f9c-4342-a2ef-afdd30ce7796,B97-2715-04608-01,BASE-GENE-00825,2027-12-07,0,1,4,965.86,ACTIVE,2025-08-10,OUT_OF_STOCK,0
b3c7a438-ee11-4afd-8a91-36230988541d,0084942a-7f9c-4342-a2ef-afdd30ce7796,S36-2549-05527-01,ENH-MAIN-00064,2027-05-21,0,3,25,149.72,ACTIVE,2026-03-04,OUT_OF_STOCK,0
82eb8027-cabe-4cc3-b29f-3f1220ffebc8,0084942a-7f9c-4342-a2ef-afdd30ce7796,G88-4686-04988-01,ENH-MAIN-00065,2027-01-11,0,1,5,185.73,ACTIVE,2025-12-02,OUT_OF_STOCK,0
e9b7ced0-8651-4cf4-8f53-0a1ff777916d,0084942a-7f9c-4342-a2ef-afdd30ce7796,J45-4811-04385-01,ENH-MAIN-00070,2028-08-24,0,1,12,204.06,ACTIVE,2026-05-24,OUT_OF_STOCK,0
3d3548f8-7b40-478c-8dea-7cc433e21de0,0084942a-7f9c-4342-a2ef-afdd30ce7796,H77-5288-05498-01,BASE-GENE-00830,2030-09-24,0,1,10,164.22,ACTIVE,2026-02-17,OUT_OF_STOCK,0
54756d98-ccb3-4304-a198-a48fcd6908de,0084942a-7f9c-4342-a2ef-afdd30ce7796,R56-7043-07088-01,BASE-GENE-00861,2029-06-04,0,1,10,910.58,ACTIVE,2026-03-10,OUT_OF_STOCK,0
0b30d451-61dd-4bab-aa8e-7947ece36ad8,0084942a-7f9c-4342-a2ef-afdd30ce7796,DRCN-2024-005738,ENH-MAIN-00083,2026-12-17,0,1,4,725.48,ACTIVE,2025-07-19,OUT_OF_STOCK,0
7ea51b54-2680-4e6d-8568-42b4adffc471,0084942a-7f9c-4342-a2ef-afdd30ce7796,O62-4888-05178-01,ENH-MAIN-00084,2028-03-30,0,1,9,505.42,ACTIVE,2025-07-10,OUT_OF_STOCK,0
89f41d73-5755-4dfb-afe0-e2f084f99236,0084942a-7f9c-4342-a2ef-afdd30ce7796,N61-6579-01342-02,ENH-MAIN-00093,2027-06-24,0,4,34,108.56,ACTIVE,2026-05-10,OUT_OF_STOCK,0
1dc536c6-7870-4e07-9394-cb66ebc00849,0084942a-7f9c-4342-a2ef-afdd30ce7796,K34-0869-01106-01,ENH-MAIN-00094,2030-11-14,0,1,10,906.49,ACTIVE,2025-10-26,OUT_OF_STOCK,0
4244fbad-9775-47e0-b6af-daa746c385c6,0084942a-7f9c-4342-a2ef-afdd30ce7796,M39-4679-05752-01,ENH-MAIN-00095,2027-05-22,0,5,36,159.53,ACTIVE,2026-02-16,OUT_OF_STOCK,0
21701db4-898f-45c8-b210-c66a6a72e559,0084942a-7f9c-4342-a2ef-afdd30ce7796,A51-4029-04328-01,ENH-MAIN-00096,2026-12-10,0,1,12,233.78,ACTIVE,2026-02-26,OUT_OF_STOCK,0
94b128c8-fcef-48ff-9417-62aba172a294,0084942a-7f9c-4342-a2ef-afdd30ce7796,N18-2984-02494-01,ENH-MAIN-00098,2027-02-13,0,1,10,249.51,ACTIVE,2025-07-01,OUT_OF_STOCK,0
faec760a-6670-46d8-b706-67661d2fa01b,0084942a-7f9c-4342-a2ef-afdd30ce7796,QH7-8789-01106-01,ENH-MAIN-00101,2027-06-28,0,1,9,249.76,ACTIVE,2025-12-20,OUT_OF_STOCK,0
ed52919d-8167-4ff4-9cb4-8c01f03064e1,0084942a-7f9c-4342-a2ef-afdd30ce7796,O41-6383-06520-01,ENH-MAIN-00103,2030-11-07,0,2,19,320.06,ACTIVE,2026-04-29,OUT_OF_STOCK,0
d2ba930a-9fd1-4da2-ab47-02a31bd49b6f,0084942a-7f9c-4342-a2ef-afdd30ce7796,A68-5290-04862-01,ENH-MAIN-00105,2027-07-19,0,2,18,224.37,ACTIVE,2025-07-17,OUT_OF_STOCK,0
f2c0d478-4857-4d73-8106-4f5b110ce844,0084942a-7f9c-4342-a2ef-afdd30ce7796,F69-1957-05730-01,ENH-MAIN-00109,2030-12-27,0,3,27,275.78,ACTIVE,2025-09-01,OUT_OF_STOCK,0
4ef315de-cfc2-4ccf-bf6c-f88b736c792a,0084942a-7f9c-4342-a2ef-afdd30ce7796,C91-4166-01821-01,ENH-MAIN-00114,2028-02-09,0,4,28,393.7,ACTIVE,2026-03-28,OUT_OF_STOCK,0
6213d043-7843-4f2a-8084-313e5d91bc96,0084942a-7f9c-4342-a2ef-afdd30ce7796,K27-2431-02822-01,ENH-MAIN-00116,2026-07-25,0,4,32,303.46,ACTIVE,2026-04-22,OUT_OF_STOCK,0
63528700-200f-47be-9456-da233876a1aa,0084942a-7f9c-4342-a2ef-afdd30ce7796,A95-9279-09404-01,ENH-MAIN-00118,2028-02-21,0,1,9,771.96,ACTIVE,2026-04-06,OUT_OF_STOCK,0
0e83c9af-7eb4-4197-8966-63523f6e65d3,0084942a-7f9c-4342-a2ef-afdd30ce7796,KN8-4867-20107-01,ENH-MAIN-00126,2027-01-26,0,1,9,269.71,ACTIVE,2025-08-01,OUT_OF_STOCK,0
7fad9bb7-0731-43be-a130-20046a3b9131,0084942a-7f9c-4342-a2ef-afdd30ce7796,CW9-C458-04215-01,ENH-MAIN-00128,2030-04-19,0,2,16,106.04,ACTIVE,2026-04-01,OUT_OF_STOCK,0
07a81ad1-1613-41fc-8e01-ba7f707f5cd7,0084942a-7f9c-4342-a2ef-afdd30ce7796,T19-7464-03597-01,ENH-MAIN-00130,2027-08-10,0,1,7,623.19,ACTIVE,2026-03-10,OUT_OF_STOCK,0
d2bd58d0-46a4-4faa-8aae-b11a79101278,0084942a-7f9c-4342-a2ef-afdd30ce7796,L69-3943-00333-01,ENH-MAIN-00132,2026-11-12,0,1,4,689.96,ACTIVE,2026-03-08,OUT_OF_STOCK,0
18f2172d-96d9-4bb0-a609-2c88b6ee8cf9,0084942a-7f9c-4342-a2ef-afdd30ce7796,K37-1833-04549-01,ENH-MAIN-00134,2028-10-21,0,2,14,957.24,ACTIVE,2025-08-20,OUT_OF_STOCK,0
333e9090-37d0-4cc1-902f-368bc2113699,0084942a-7f9c-4342-a2ef-afdd30ce7796,H21-4921-00783-01,ENH-MAIN-00141,2028-03-24,0,2,19,148,ACTIVE,2026-01-31,OUT_OF_STOCK,0
00d952f1-bd3b-4235-8475-3835c5f76ae3,0084942a-7f9c-4342-a2ef-afdd30ce7796,P28-7548-02149-03,ENH-MAIN-00145,2026-08-07,0,4,34,231.58,ACTIVE,2026-03-21,OUT_OF_STOCK,0
b0dd9bb1-2e58-4067-a9f9-17d4f9610be8,0084942a-7f9c-4342-a2ef-afdd30ce7796,I53-3156-00258-01,ENH-MAIN-00153,2026-08-20,0,3,25,265.16,ACTIVE,2025-12-11,OUT_OF_STOCK,0
9294fbd3-3da1-425d-995f-77cecc2c42fe,0084942a-7f9c-4342-a2ef-afdd30ce7796,E98-2419-06437-01,ENH-MAIN-00156,2028-03-05,0,1,5,119.66,ACTIVE,2026-03-16,OUT_OF_STOCK,0
e3769f42-2538-483d-9a54-3d70d772c678,0084942a-7f9c-4342-a2ef-afdd30ce7796,KS7-C048-14180-01,ENH-MAIN-00157,2028-04-24,0,3,21,195.51,ACTIVE,2025-09-28,OUT_OF_STOCK,0
e8cf16ad-111b-4ccb-a22f-1e72a863f7df,0084942a-7f9c-4342-a2ef-afdd30ce7796,B46-4182-02280-02,ENH-MAIN-00158,2027-05-27,0,1,7,3533.09,ACTIVE,2026-02-03,OUT_OF_STOCK,0
d79db5a7-166e-499d-a573-0d3ad48ef87b,0084942a-7f9c-4342-a2ef-afdd30ce7796,K84-1324-02030-01,ENH-MAIN-00160,2026-12-17,0,2,16,254.6,ACTIVE,2025-11-03,OUT_OF_STOCK,0
233cb8ae-6623-44a7-9fe7-d9166a1c534e,0084942a-7f9c-4342-a2ef-afdd30ce7796,S90-A217-00128-01,ENH-MAIN-00167,2027-10-21,0,1,7,896.97,ACTIVE,2026-06-09,OUT_OF_STOCK,0
c7bdb7cb-f67b-4ab7-98dc-ab86088aac8e,0084942a-7f9c-4342-a2ef-afdd30ce7796,E40-A159-10666-01,ENH-MAIN-00170,2026-09-10,0,1,4,676.57,ACTIVE,2025-09-24,OUT_OF_STOCK,0
402fb128-ae45-4028-83d2-75e64092c325,0084942a-7f9c-4342-a2ef-afdd30ce7796,AS5-D917-03248-01,ENH-MAIN-00171,2027-03-25,0,3,27,334.01,ACTIVE,2025-12-12,OUT_OF_STOCK,0
8aec0dcd-5570-4187-8cc8-35682c6934ce,0084942a-7f9c-4342-a2ef-afdd30ce7796,L56-0426-06188-01,ENH-MAIN-00172,2031-01-27,0,1,10,329.81,ACTIVE,2025-11-24,OUT_OF_STOCK,0
6346ea8e-dfd7-404e-95f3-dd0e20f8fb82,0084942a-7f9c-4342-a2ef-afdd30ce7796,W55-8567-03976-01,ENH-MAIN-00176,2031-02-28,0,3,23,282.39,ACTIVE,2025-06-15,OUT_OF_STOCK,0
230105a4-37ce-4c03-9340-37ab6ace5ef3,0084942a-7f9c-4342-a2ef-afdd30ce7796,C62-6459-06591-01,ENH-MAIN-00178,2026-09-03,0,1,4,292.19,ACTIVE,2025-11-27,OUT_OF_STOCK,0
877bdfdd-0528-4279-84ff-f91a08336e25,0084942a-7f9c-4342-a2ef-afdd30ce7796,M60-4383-03937-01,ENH-MAIN-00183,2026-09-22,0,1,5,257.08,ACTIVE,2025-08-19,OUT_OF_STOCK,0
561e66bf-f785-4239-be4b-8d667b5ef27d,0084942a-7f9c-4342-a2ef-afdd30ce7796,O99-7240-07234-01,ENH-MAIN-00190,2027-07-10,0,3,21,131.61,ACTIVE,2025-10-05,OUT_OF_STOCK,0
88adc566-b365-421d-b745-becbc340784f,0084942a-7f9c-4342-a2ef-afdd30ce7796,B97-1332-01722-01,ENH-MAIN-00195,2030-10-15,0,3,23,121.71,ACTIVE,2025-12-29,OUT_OF_STOCK,0
0f0a30f2-80ef-4081-bcf9-642cd959e1d5,0084942a-7f9c-4342-a2ef-afdd30ce7796,JE6-4060-04393-02,ENH-MAIN-00197,2026-08-24,0,1,5,617.12,ACTIVE,2026-04-01,OUT_OF_STOCK,0
1219a7cc-032e-48f8-a88a-d4316b48b9ea,0084942a-7f9c-4342-a2ef-afdd30ce7796,L13-1341-01706-07,ENH-MAIN-00199,2027-10-27,0,1,9,146.16,ACTIVE,2025-09-24,OUT_OF_STOCK,0
950beac3-7782-451f-88e5-1c4141bb17ea,0084942a-7f9c-4342-a2ef-afdd30ce7796,L80-7019-07063-02,ENH-MAIN-00203,2030-04-21,0,1,12,271,ACTIVE,2025-11-29,OUT_OF_STOCK,0
f4ad67bd-af5d-472c-975b-63cf04432211,0084942a-7f9c-4342-a2ef-afdd30ce7796,M30-1875-03115-01,ENH-MAIN-00207,2027-10-15,0,2,19,311.03,ACTIVE,2025-06-27,OUT_OF_STOCK,0
d1ac580c-8d15-4ef7-9e0f-143a9a240be3,0084942a-7f9c-4342-a2ef-afdd30ce7796,I28-3111-00997-01,ENH-MAIN-00211,2026-12-17,0,1,7,136.3,ACTIVE,2025-09-30,OUT_OF_STOCK,0
d5148f5e-fdde-40e6-b3df-40d9081a562e,0084942a-7f9c-4342-a2ef-afdd30ce7796,H21-2296-05615-01,ENH-MAIN-00212,2027-12-21,0,8,57,39.49,ACTIVE,2026-01-13,OUT_OF_STOCK,0
55a03061-e334-44fd-a5c6-809b639479a7,0084942a-7f9c-4342-a2ef-afdd30ce7796,A37-2640-03203-02,ENH-MAIN-00214,2027-01-24,0,1,12,332.29,ACTIVE,2025-12-30,OUT_OF_STOCK,0
be23d1a1-0ebe-4a75-8f94-327cef2346d9,0084942a-7f9c-4342-a2ef-afdd30ce7796,A74-0085-03233-01,ENH-MAIN-00217,2027-04-11,0,1,7,4228.02,ACTIVE,2025-09-14,OUT_OF_STOCK,0
c7c1c886-fb8b-4bf7-bc1f-4cf0660acd51,0084942a-7f9c-4342-a2ef-afdd30ce7796,A60-0948-01272-01,ENH-MAIN-00218,2030-10-11,0,2,16,115.52,ACTIVE,2025-06-27,OUT_OF_STOCK,0
b6eef13a-70a5-41ac-8788-b38cfcc9e1b2,0084942a-7f9c-4342-a2ef-afdd30ce7796,GA6-B349-12671-01,ENH-MAIN-00219,2028-04-02,0,3,21,175.93,ACTIVE,2026-04-09,OUT_OF_STOCK,0
80936403-3935-4ae3-9bff-61fef75d962a,0084942a-7f9c-4342-a2ef-afdd30ce7796,Q41-7279-01952-01,ENH-MAIN-00225,2027-12-02,0,2,18,108.7,ACTIVE,2026-03-08,OUT_OF_STOCK,0
06ae3bdc-0ade-4977-9acf-d0a527497fbc,0084942a-7f9c-4342-a2ef-afdd30ce7796,N37-D750-18613-01,ENH-MAIN-00227,2026-08-20,0,1,9,187.32,ACTIVE,2025-06-17,OUT_OF_STOCK,0
f15d2be5-9b5f-46a5-ab6e-1c00a21e47de,0084942a-7f9c-4342-a2ef-afdd30ce7796,J62-D894-04000-01,ENH-MAIN-00228,2026-10-04,0,1,9,2034.22,ACTIVE,2025-11-18,OUT_OF_STOCK,0
c823eff3-92f1-4973-a612-f1afb473ef05,0084942a-7f9c-4342-a2ef-afdd30ce7796,AU9-9366-09460-01,ENH-MAIN-00229,2027-09-01,0,1,12,285.69,ACTIVE,2025-11-06,OUT_OF_STOCK,0
182b6e02-e2bf-4a27-8453-0aa5d22b705f,0084942a-7f9c-4342-a2ef-afdd30ce7796,B08-0342-01056-01,ENH-MAIN-00233,2028-01-23,0,3,25,191.18,ACTIVE,2026-02-06,OUT_OF_STOCK,0
faa37bb9-2067-46aa-be91-395088b699a7,0084942a-7f9c-4342-a2ef-afdd30ce7796,O76-1583-05819-01,ENH-MAIN-00242,2027-10-29,0,2,14,216.37,ACTIVE,2025-09-06,OUT_OF_STOCK,0
07527c7a-6170-4ab0-923d-824178f0a1e4,0084942a-7f9c-4342-a2ef-afdd30ce7796,F26-A063-10488-02,ENH-MAIN-00246,2027-07-02,0,1,10,645.6,ACTIVE,2025-07-17,OUT_OF_STOCK,0
224cb73e-c00d-4785-b042-ac1d322f32da,0084942a-7f9c-4342-a2ef-afdd30ce7796,J58-0081-03012-01,ENH-MAIN-00247,2030-03-29,0,1,12,90.4,ACTIVE,2025-06-22,OUT_OF_STOCK,0
3d7d804e-a751-4755-9f0d-0afd5ec9cfeb,0084942a-7f9c-4342-a2ef-afdd30ce7796,I32-B438-04036-01,ENH-MAIN-00248,2027-06-11,0,1,12,723.22,ACTIVE,2026-03-01,OUT_OF_STOCK,0
deba022a-2e02-4bda-af8f-d19e3abf28ff,0084942a-7f9c-4342-a2ef-afdd30ce7796,R43-A569-08321-01,ENH-MAIN-00252,2026-10-24,0,3,27,348.91,ACTIVE,2025-12-30,OUT_OF_STOCK,0
6a3f0c09-d7ab-4d89-9aa6-cb7a9338c5cc,0084942a-7f9c-4342-a2ef-afdd30ce7796,N01-6698-03885-01,ENH-MAIN-00255,2027-09-10,0,1,4,717.85,ACTIVE,2025-11-13,OUT_OF_STOCK,0
6d3c85bb-e203-4588-9092-e2c1bb7464c1,0084942a-7f9c-4342-a2ef-afdd30ce7796,L67-8320-04613-01,ENH-MAIN-00257,2026-12-09,0,1,5,3395.7,ACTIVE,2026-05-06,OUT_OF_STOCK,0
0cb7ff65-4ba5-492e-b741-06cd69a0fab5,0084942a-7f9c-4342-a2ef-afdd30ce7796,C35-5776-06005-01,ENH-MAIN-00259,2027-02-21,0,1,4,142.03,ACTIVE,2025-06-25,OUT_OF_STOCK,0
193c4f62-7b07-4b1c-919b-72c2171a616b,0084942a-7f9c-4342-a2ef-afdd30ce7796,A36-0236-00285-01,ENH-MAIN-00260,2027-12-18,0,3,25,301.69,ACTIVE,2026-03-12,OUT_OF_STOCK,0
3bcc4a7e-81c9-4dc1-ac58-04c6da855331,0084942a-7f9c-4342-a2ef-afdd30ce7796,A54-3646-03779-02,ENH-MAIN-00261,2027-12-11,0,4,34,73.67,ACTIVE,2025-09-09,OUT_OF_STOCK,0
5d5768b7-2bf9-4d5d-82ab-f9e2e15919ba,0084942a-7f9c-4342-a2ef-afdd30ce7796,B08-0351-04774-01,ENH-MAIN-00263,2026-11-11,0,1,5,217.21,ACTIVE,2025-09-03,OUT_OF_STOCK,0
ffbacc96-8bf6-470c-8636-3daadad13ec2,0084942a-7f9c-4342-a2ef-afdd30ce7796,UF5-D764-17563-01,ENH-MAIN-00267,2031-03-11,0,2,18,347.14,ACTIVE,2025-12-26,OUT_OF_STOCK,0
a2b9f69a-88fd-4292-9ad5-ad3873e5a3e5,0084942a-7f9c-4342-a2ef-afdd30ce7796,DY0-B122-18513-01,ENH-MAIN-00270,2027-06-14,0,1,9,1826.84,ACTIVE,2025-09-05,OUT_OF_STOCK,0
9f0bc3a4-c0a1-4495-88db-b3b8c1c4c70c,0084942a-7f9c-4342-a2ef-afdd30ce7796,Q47-6934-07008-01,ENH-MAIN-00273,2031-02-23,0,1,12,617.25,ACTIVE,2025-10-09,OUT_OF_STOCK,0
b1ce906b-3913-49d1-baba-23680a78055d,0084942a-7f9c-4342-a2ef-afdd30ce7796,U57-1735-02170-01,ENH-MAIN-00275,2026-12-25,0,1,4,332.04,ACTIVE,2026-04-12,OUT_OF_STOCK,0
d9400f32-fff4-4aa7-9fa5-31327b6628b8,0084942a-7f9c-4342-a2ef-afdd30ce7796,DY0-B122-18478-01,ENH-MAIN-00279,2026-10-10,0,2,18,178.97,ACTIVE,2025-06-22,OUT_OF_STOCK,0
bf1dfdf9-fd22-4790-a53b-1072781051ac,0084942a-7f9c-4342-a2ef-afdd30ce7796,WH1-D891-19551-01,ENH-MAIN-00281,2027-12-18,0,6,46,42.72,ACTIVE,2026-02-12,OUT_OF_STOCK,0
9ccb86ac-14ae-454b-8d81-41df1604ba04,0084942a-7f9c-4342-a2ef-afdd30ce7796,VU9-D959-12896-01,ENH-MAIN-00282,2027-02-19,0,10,72,48.18,ACTIVE,2025-07-13,OUT_OF_STOCK,0
06a04690-ca85-4188-918c-4e436b994414,0084942a-7f9c-4342-a2ef-afdd30ce7796,R08-6747-06849-01,ENH-MAIN-00283,2028-03-12,0,1,7,253.71,ACTIVE,2025-08-11,OUT_OF_STOCK,0
