id,pharmacy_id,drug_code,batch_number,system_quantity,counted_quantity,variance,variance_type,reason,status,resolved_by,resolved_at,created_at
d0241ce6-79ae-4830-86c6-238c4cb977fe,c8deb8a8-4c5d-44b5-86c8-95a61cd4731e,A80-0441-02876-01,BASE-COMM-03762,49,36,-13,SHORTAGE,COUNTING_ERROR,APPROVED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
eb0dff9e-8d10-4539-a44f-15c4d9c5dd6b,c8deb8a8-4c5d-44b5-86c8-95a61cd4731e,CS0-C761-05899-01,BASE-COMM-03318,39,32,-7,SHORTAGE,COUNTING_ERROR,APPROVED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
4243089f-de07-4124-ac84-cb472202a913,c8deb8a8-4c5d-44b5-86c8-95a61cd4731e,E04-2481-02913-02,SIM-B-FRNRET-E04248102913-LOW_STOCK-017,42,40,-2,SHORTAGE,DISPENSING_ERROR,APPROVED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
e0a88137-15e5-44c7-ae19-5b9ee9b1b79e,c8deb8a8-4c5d-44b5-86c8-95a61cd4731e,E08-3221-02254-01,SIM-B-FRNRET-E08322102254-HEALTHY-130,58,54,-4,SHORTAGE,THEFT_SUSPECTED,REJECTED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
28b4984e-1664-49b8-93fc-81123d65ddcb,ff4445cb-add6-4bca-9b1b-bcfa8c1953a9,E08-5952-00113-01,SIM-B-FRNRET-E08595200113-NE_WARNING-019,85,84,-1,SHORTAGE,DISPENSING_ERROR,REJECTED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
a6c71e94-4d8e-4167-a296-9e5e2a5e7ae8,63078148-c8f6-4537-b3f2-edcec7fd1bd4,BI4-D958-19181-01,BASE-COMM-00435,14,10,-4,SHORTAGE,SYSTEM_ERROR,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
bc208e92-0d97-44b2-8870-211ccd7cdb92,3ac8d640-6143-48b1-847a-ec720633e254,A79-4771-05047-01,BASE-GENE-00629,0,8,8,SURPLUS,COUNTING_ERROR,APPROVED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
aa8a6ae3-32c8-4680-b528-ae2c95b73efa,3ac8d640-6143-48b1-847a-ec720633e254,B88-4301-04740-01,ENH-FSC-CARD-03662,0,10,10,SURPLUS,COUNTING_ERROR,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
ea3917bd-7fc4-4767-95b4-4442b29206fa,3ac8d640-6143-48b1-847a-ec720633e254,C61-9617-19292-03,BASE-GENE-07684,2,1,-1,SHORTAGE,SYSTEM_ERROR,APPROVED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
d209291c-d8a5-4802-8f52-55afb20d97a6,3ac8d640-6143-48b1-847a-ec720633e254,D71-5639-05960-01,BASE-GENE-07846,25,22,-3,SHORTAGE,DISPENSING_ERROR,APPROVED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
9d536710-4ad4-4d7b-a32f-70f384deca81,64b87f0b-d7de-46cc-9900-026be05d37d0,A11-5287-00625-01,ENH-FSC-DAY-03152,3,2,-1,SHORTAGE,THEFT_SUSPECTED,APPROVED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
21bb186a-b039-4db7-a420-a1e2282bee76,64b87f0b-d7de-46cc-9900-026be05d37d0,A75-B027-12098-01,BASE-ER-06905,2,1,-1,SHORTAGE,THEFT_SUSPECTED,REJECTED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
e39f3afc-4d68-44d2-8837-78bcf99ec294,64b87f0b-d7de-46cc-9900-026be05d37d0,A96-0331-00379-01,ENH-FSC-DAY-03203,48,37,-11,SHORTAGE,THEFT_SUSPECTED,REJECTED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
cd5319bd-0760-45ba-bee0-8f1de8a53885,64b87f0b-d7de-46cc-9900-026be05d37d0,AU9-5449-09128-02,ENH-FSC-DAY-03177,30,26,-4,SHORTAGE,SYSTEM_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
06015b10-4e97-45c1-a0bf-7ea25f1e8281,64b87f0b-d7de-46cc-9900-026be05d37d0,B91-3436-05160-01,ENH-FSC-DAY-03042,10,16,6,SURPLUS,SYSTEM_ERROR,APPROVED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
c91e3406-21f1-4134-8adc-8991123a67b8,64b87f0b-d7de-46cc-9900-026be05d37d0,CE7-A313-10845-01,BASE-ER-01564,27,19,-8,SHORTAGE,COUNTING_ERROR,APPROVED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
80baf97d-3b1f-4d93-8010-eca185a0d994,3b42936b-7b0f-4d51-806d-8ac6eab5009c,B97-1477-01954-01,BASE-OR-02945,43,30,-13,SHORTAGE,THEFT_SUSPECTED,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
f9c07bfd-65c5-4846-8369-78d75083d126,3b42936b-7b0f-4d51-806d-8ac6eab5009c,BA1-9260-09298-01,BASE-OR-01479,0,6,6,SURPLUS,COUNTING_ERROR,APPROVED,Dr. Fatima Al Zaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
5e45a91a-2024-41c2-ac0a-2903f5b04e5c,3b42936b-7b0f-4d51-806d-8ac6eab5009c,D25-0762-00896-01,BASE-OR-02917,0,1,1,SURPLUS,COUNTING_ERROR,REJECTED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
ee41362b-78e1-4fb1-a05b-cf6e80d02315,3b42936b-7b0f-4d51-806d-8ac6eab5009c,DQ6-0739-00850-01,SIM-B-FSCAMB-DQ6073900850-HEALTHY-002,271,281,10,SURPLUS,COUNTING_ERROR,APPROVED,Dr. Fatima Al Zaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
fd7cfc79-e455-4472-a1ec-90da82e93642,3b42936b-7b0f-4d51-806d-8ac6eab5009c,E11-0700-00788-02,SIM-B-FSCAMB-E11070000788-HEALTHY-352,36,46,10,SURPLUS,RECEIVING_ERROR,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
9a29b7c7-ba99-4b2c-8f4e-d16c44418baf,496cd94e-4f16-4a63-a599-7da8e75020a4,AI2-8986-09010-01,BASE-COMM-01492,5,4,-1,SHORTAGE,THEFT_SUSPECTED,APPROVED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
81bb78a5-b71a-47cf-9789-f88d274a83f0,496cd94e-4f16-4a63-a599-7da8e75020a4,DP7-1133-10610-02,SIM-B-FRNRET-DP7113310610-HEALTHY-208,11,8,-3,SHORTAGE,THEFT_SUSPECTED,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
d1c0d9c3-9f60-46ae-8285-6f9a748dc013,496cd94e-4f16-4a63-a599-7da8e75020a4,E11-5398-05682-01,SIM-B-FRNRET-E11539805682-NE_CRITICAL-011,56,54,-2,SHORTAGE,SYSTEM_ERROR,REJECTED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
c8fcd291-b298-4a44-8f63-2eaafe9735c7,b477cd79-c0e5-4dcf-9804-2be2ef47a936,B67-4710-02665-01,BASE-COMM-04877,212,196,-16,SHORTAGE,DISPENSING_ERROR,APPROVED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
c41e6406-3df0-4b54-ba38-611dc9198cb6,b477cd79-c0e5-4dcf-9804-2be2ef47a936,E04-2481-02913-02,SIM-B-FRNRET-E04248102913-HEALTHY-100,133,113,-20,SHORTAGE,SYSTEM_ERROR,APPROVED,Dr. Fatima Al Zaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
5497b663-61d1-4da6-9ed2-76f684bf2c29,b477cd79-c0e5-4dcf-9804-2be2ef47a936,E12-8826-08702-01,SIM-B-FRNRET-E12882608702-HEALTHY-182,17,14,-3,SHORTAGE,DISPENSING_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
2d0073ea-534e-486e-b6ee-7c9101cd98e3,c8deb8a8-4c5d-44b5-86c8-95a61cd4731e,A44-5378-07519-01,BASE-COMM-06452,41,31,-10,SHORTAGE,THEFT_SUSPECTED,REJECTED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
d7370a6d-ddfe-4f58-b977-28012736c67b,ff4445cb-add6-4bca-9b1b-bcfa8c1953a9,D36-9780-10100-01,BASE-COMM-07052,9,6,-3,SHORTAGE,THEFT_SUSPECTED,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
01aa0902-cf5f-49b7-8bca-97b284a17765,ff4445cb-add6-4bca-9b1b-bcfa8c1953a9,E07-4433-04812-03,SIM-B-FRNRET-E07443304812-PRE_OOS-004,44,46,2,SURPLUS,RECEIVING_ERROR,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
e1c990e6-394c-40be-890e-12278f16b656,c8deb8a8-4c5d-44b5-86c8-95a61cd4731e,DX4-E163-16829-01,BASE-COMM-01807,9,6,-3,SHORTAGE,SYSTEM_ERROR,APPROVED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
d85bf0b9-a7a6-480d-8faf-7080ced81185,c8deb8a8-4c5d-44b5-86c8-95a61cd4731e,E04-2481-02913-01,SIM-B-FRNRET-E04248102913-NE_CRITICAL-005,18,17,-1,SHORTAGE,THEFT_SUSPECTED,UNDER_REVIEW,,,2026-03-28T09:00:00
5d0e6b8b-f323-48a2-8ebe-8da92409d5ae,c8deb8a8-4c5d-44b5-86c8-95a61cd4731e,E05-4196-04765-02,SIM-B-FRNRET-E05419604765-HEALTHY-133,110,103,-7,SHORTAGE,THEFT_SUSPECTED,APPROVED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
71b5ce7c-3b8a-4bc3-9c7a-15e378a19072,c8deb8a8-4c5d-44b5-86c8-95a61cd4731e,E08-1742-02205-01,SIM-B-FRNRET-E08174202205-HEALTHY-151,81,71,-10,SHORTAGE,COUNTING_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
e3d7c53a-09e0-41d4-93d3-a7d0884580ed,c8deb8a8-4c5d-44b5-86c8-95a61cd4731e,E12-0698-04616-01,SIM-B-FRNRET-E12069804616-PRE_OOS-000,33,30,-3,SHORTAGE,DISPENSING_ERROR,APPROVED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
ce493e87-2ec0-4c09-b2fa-9134e28b4daa,ff4445cb-add6-4bca-9b1b-bcfa8c1953a9,E08-3921-03189-01,SIM-B-FRNRET-E08392103189-PRE_OOS-011,39,35,-4,SHORTAGE,COUNTING_ERROR,REJECTED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
f0c0889a-8688-4bef-8af3-2fd1ed39d0e7,63078148-c8f6-4537-b3f2-edcec7fd1bd4,A53-1713-02112-01,BASE-COMM-04236,14,19,5,SURPLUS,SYSTEM_ERROR,APPROVED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
010b5e2f-4e1d-47f9-a692-8a561f067a99,63078148-c8f6-4537-b3f2-edcec7fd1bd4,B97-6021-06223-01,BASE-COMM-00130,14,10,-4,SHORTAGE,DISPENSING_ERROR,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
6ce988b8-8343-4c78-b21a-fa71ab9223d0,3ac8d640-6143-48b1-847a-ec720633e254,A51-1962-02350-01,ENH-FSC-CARD-03775,4,3,-1,SHORTAGE,DISPENSING_ERROR,REJECTED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
b084c187-8ac3-484d-8b75-f833841d1495,3ac8d640-6143-48b1-847a-ec720633e254,A78-6241-19666-01,ENH-FSC-CARD-03661,0,10,10,SURPLUS,SYSTEM_ERROR,APPROVED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
639204a9-5f54-44f8-90ae-802019abb740,3ac8d640-6143-48b1-847a-ec720633e254,AW9-D068-17130-01,ENH-FSC-CARD-03880,3,2,-1,SHORTAGE,COUNTING_ERROR,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
a1335aa7-d4cd-47ef-bbb0-73b8a543605c,3ac8d640-6143-48b1-847a-ec720633e254,B80-2331-02780-01,BASE-GENE-07235,5,4,-1,SHORTAGE,DISPENSING_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
0d024677-4873-436b-92c1-79772e0ede06,3ac8d640-6143-48b1-847a-ec720633e254,BQ4-9636-09864-01,ENH-FSC-CARD-03823,0,5,5,SURPLUS,SYSTEM_ERROR,APPROVED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
3f47113a-3c38-4344-af06-07976b11490e,3ac8d640-6143-48b1-847a-ec720633e254,C59-7369-07346-01,BASE-GENE-05279,8,6,-2,SHORTAGE,SYSTEM_ERROR,REJECTED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
74a4de34-3017-483f-8412-134a4e5e5c8c,3ac8d640-6143-48b1-847a-ec720633e254,CW1-E051-19421-01,BASE-GENE-03737,0,1,1,SURPLUS,SYSTEM_ERROR,APPROVED,Dr. Fatima Al Zaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
e9334270-d524-4e8e-9d9d-ab2a533ea5b2,3ac8d640-6143-48b1-847a-ec720633e254,D65-1980-03487-01,BASE-GENE-03265,0,9,9,SURPLUS,RECEIVING_ERROR,REJECTED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
94938bdc-cbe2-408c-a585-510f8cde45f9,3ac8d640-6143-48b1-847a-ec720633e254,DH8-A179-10692-01,BASE-GENE-07497,6,5,-1,SHORTAGE,THEFT_SUSPECTED,APPROVED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
62ceb7e0-02ce-42e6-8a7a-5f622b68ee6b,64b87f0b-d7de-46cc-9900-026be05d37d0,A01-A421-11016-01,BASE-ER-01806,0,8,8,SURPLUS,SYSTEM_ERROR,REJECTED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
26dfc00b-1086-42dd-ae73-feaafced52d2,64b87f0b-d7de-46cc-9900-026be05d37d0,A36-7468-02096-01,BASE-ER-07944,5,11,6,SURPLUS,SYSTEM_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
b61c7f62-c3d7-4deb-b5e3-1a3b6e9dd1da,64b87f0b-d7de-46cc-9900-026be05d37d0,A74-0878-00976-01,ENH-FSC-DAY-03047,0,6,6,SURPLUS,SYSTEM_ERROR,APPROVED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
66b85fb3-e5fe-4af3-90cb-95ce6a2eeffa,8e5d3a05-f0d7-4a5a-9272-3b9b73802c23,A53-1713-02112-01,ENH-FSC-DIAL-03532,5,4,-1,SHORTAGE,THEFT_SUSPECTED,REJECTED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
db77c25a-c3a6-4696-8641-055b47163bee,64b87f0b-d7de-46cc-9900-026be05d37d0,A92-1166-04728-01,ENH-FSC-DAY-02986,27,22,-5,SHORTAGE,DISPENSING_ERROR,APPROVED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
931eed4c-e850-49c2-871c-f4d4adc64588,64b87f0b-d7de-46cc-9900-026be05d37d0,AQ7-9041-09044-01,BASE-ER-06974,45,37,-8,SHORTAGE,SYSTEM_ERROR,APPROVED,Dr. Mohammed Al Shamsi,2026-03-28T16:00:00,2026-03-28T09:00:00
b139b2a6-abea-42f2-b09b-1ed20ba2ca16,64b87f0b-d7de-46cc-9900-026be05d37d0,AT1-9597-04210-02,BASE-ER-01274,50,47,-3,SHORTAGE,COUNTING_ERROR,UNDER_REVIEW,,,2026-03-28T09:00:00
6b417dbc-e56a-408f-9ab4-4112b1cb634f,64b87f0b-d7de-46cc-9900-026be05d37d0,B33-6509-01432-01,BASE-ER-07411,0,7,7,SURPLUS,RECEIVING_ERROR,APPROVED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
3cf17b39-98cc-4772-9e55-64cea601e188,64b87f0b-d7de-46cc-9900-026be05d37d0,B86-3978-04228-01,BASE-ER-05093,0,10,10,SURPLUS,SYSTEM_ERROR,APPROVED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
7d69c706-48cc-4786-9cd4-a86c10d78344,64b87f0b-d7de-46cc-9900-026be05d37d0,C08-1013-03501-02,ENH-FSC-DAY-03072,124,122,-2,SHORTAGE,DISPENSING_ERROR,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
ca7f3710-aabf-4270-a067-e30874808c13,64b87f0b-d7de-46cc-9900-026be05d37d0,C91-4166-01821-01,BASE-ER-05751,12,9,-3,SHORTAGE,COUNTING_ERROR,APPROVED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
75c8c4d1-eb99-4fec-8369-d49edd7e75c5,64b87f0b-d7de-46cc-9900-026be05d37d0,D86-0790-00950-01,BASE-ER-02604,54,39,-15,SHORTAGE,THEFT_SUSPECTED,REJECTED,Dr. Fatima Al Zaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
c8de76a5-1370-4a40-9b11-cfb40136a0a7,3b42936b-7b0f-4d51-806d-8ac6eab5009c,B46-4582-00785-01,BASE-OR-03902,0,1,1,SURPLUS,SYSTEM_ERROR,APPROVED,Pharm. Khalid Al Rashidi,2026-03-28T16:00:00,2026-03-28T09:00:00
19082a41-29da-450d-9355-088eef459920,ff4445cb-add6-4bca-9b1b-bcfa8c1953a9,AD2-D030-16028-01,BASE-COMM-06841,15,11,-4,SHORTAGE,THEFT_SUSPECTED,APPROVED,Dr. Fatima Al Zaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
2de69926-e044-4c39-aa15-d4ae9a444723,ff4445cb-add6-4bca-9b1b-bcfa8c1953a9,B08-0947-01252-01,BASE-COMM-01901,0,10,10,SURPLUS,SYSTEM_ERROR,APPROVED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
583a0f9f-52b8-478c-b582-359365bbfaf3,3b42936b-7b0f-4d51-806d-8ac6eab5009c,C44-6067-06261-01,BASE-OR-03784,0,1,1,SURPLUS,RECEIVING_ERROR,APPROVED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
dfd858b0-17af-46f1-b0d1-f52a0d83ae20,3b42936b-7b0f-4d51-806d-8ac6eab5009c,D17-1393-01832-01,BASE-OR-04982,1,0,-1,SHORTAGE,COUNTING_ERROR,APPROVED,Pharm. Aisha Al Kaabi,2026-03-28T16:00:00,2026-03-28T09:00:00
47139840-0a8d-4247-bed6-4cbc02d82243,3b42936b-7b0f-4d51-806d-8ac6eab5009c,DO2-B775-13583-01,SIM-B-FSCAMB-DO2B77513583-HEALTHY-375,106,86,-20,SHORTAGE,THEFT_SUSPECTED,APPROVED,Dr. Sara Al Nuaimi,2026-03-28T16:00:00,2026-03-28T09:00:00
13ed7bd2-c51e-46b7-b5c7-9aba51b88988,3b42936b-7b0f-4d51-806d-8ac6eab5009c,DQ3-A142-01786-02,SIM-B-FSCAMB-DQ3A14201786-EXPIRED-006,13,16,3,SURPLUS,COUNTING_ERROR,APPROVED,Dr. Ahmed Al Mansoori,2026-03-28T16:00:00,2026-03-28T09:00:00
